"","ID","Origin","State","Funcide","Host","Year","N_iso_perfield","bos","pico","tetra","TM"
"357",522,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"358",523,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"359",524,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"360",525,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"361",526,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"362",527,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"363",528,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"364",529,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"365",530,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"366",531,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"367",532,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"368",533,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"369",534,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"370",535,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"371",536,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"372",537,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"373",538,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"374",539,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"375",540,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"376",541,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"377",542,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"378",543,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"379",544,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"380",545,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"381",546,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"382",547,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"383",548,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"384",549,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"385",550,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"386",551,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"387",552,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"388",553,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"389",554,"FF","NE",NA,"soybeans",2004,NA,NA,NA,NA,NA
"390",555,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"391",556,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"392",557,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"393",558,"Baseline","MN",NA,"drybeans",2004,9,0,1,0,0
"394",559,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"395",560,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"396",561,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"397",562,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"398",563,"Baseline","MN",NA,"drybeans",2004,9,NA,NA,NA,NA
"399",564,"Baseline","WA",NA,"drybeans",2004,6,1,1,0,1
"400",565,"Baseline","WA",NA,"drybeans",2004,6,NA,NA,NA,NA
"401",566,"Baseline","WA",NA,"drybeans",2004,6,NA,NA,NA,NA
"402",567,"Baseline","WA",NA,"drybeans",2004,6,NA,NA,NA,NA
"403",568,"Baseline","WA",NA,"drybeans",2004,6,0,0,1,1
"404",569,"Baseline","WA",NA,"drybeans",2004,6,NA,NA,NA,NA
"405",570,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"406",571,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"407",572,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"408",573,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"409",574,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"410",575,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"411",576,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"412",577,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"413",578,"Baseline","NE",NA,"drybeans",2004,9,NA,NA,NA,NA
"414",579,"Baseline","DE",NA,"drybeans",2004,4,NA,NA,NA,NA
"415",580,"Baseline","DE",NA,"drybeans",2004,4,NA,NA,NA,NA
"416",581,"Baseline","DE",NA,"drybeans",2004,4,1,1,0,0
"417",582,"Baseline","DE",NA,"drybeans",2004,4,NA,NA,NA,NA
"418",583,"Baseline","Blenheim",NA,"drybeans",2004,10,NA,NA,NA,NA
"419",584,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"420",585,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"421",586,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"422",587,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"423",588,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"424",589,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"425",590,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"426",591,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"427",592,"Baseline","OR",NA,"drybeans",2004,10,NA,NA,NA,NA
"428",593,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"429",594,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"430",595,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"431",596,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"432",597,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"433",598,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"434",599,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"435",600,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"436",601,"Baseline","CA",NA,"drybeans",2004,9,NA,NA,NA,NA
"437",602,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"438",603,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"439",604,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"440",605,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"441",606,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"442",607,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"443",608,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"444",609,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"445",610,"FF","Guerbigny",NA,"drybeans",2004,NA,NA,NA,NA,NA
"446",611,"Baseline","MI",NA,"drybeans",2004,1,NA,NA,NA,NA
"447",612,"FF","QUE",NA,"drybeans",2004,NA,NA,NA,NA,NA
"448",613,"FF","NE",NA,"drybeans",2004,NA,NA,NA,NA,NA
"449",614,"FF","CA",NA,"lettuce",2005,NA,NA,NA,NA,NA
"450",615,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"451",616,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"452",617,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"453",618,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"454",619,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"455",620,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"456",621,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"457",622,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"458",623,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"459",624,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"460",625,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"461",626,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"462",627,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"463",628,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"464",629,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"465",630,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"466",631,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"467",632,"FF","",NA,"drybeans",2004,NA,NA,NA,NA,NA
"468",633,"FF","NE",NA,"drybeans",2005,NA,NA,NA,NA,NA
"469",634,"FF","NE",NA,"drybeans",2005,NA,NA,NA,NA,NA
"470",635,"FF","NE",NA,"drybeans",2005,NA,NA,NA,NA,NA
"471",636,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"472",637,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"473",638,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"474",639,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"475",640,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"476",641,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"477",642,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"478",643,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"479",644,"Baseline","NE",NA,"drybeans",2005,9,NA,NA,NA,NA
"480",645,"Baseline","WA",NA,"drybeans",2005,9,1,1,0,1
"481",646,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"482",647,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"483",648,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"484",649,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"485",650,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"486",651,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"487",652,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"488",653,"Baseline","WA",NA,"drybeans",2005,9,NA,NA,NA,NA
"489",654,"Baseline","ND",NA,"drybeans",2005,7,NA,NA,NA,NA
"490",655,"Baseline","ND",NA,"drybeans",2005,7,NA,NA,NA,NA
"491",656,"Baseline","ND",NA,"drybeans",2005,7,NA,NA,NA,NA
"492",657,"Baseline","ND",NA,"drybeans",2005,7,NA,NA,NA,NA
"493",658,"Baseline","ND",NA,"drybeans",2005,7,NA,NA,NA,NA
"494",659,"Baseline","ND",NA,"drybeans",2005,7,NA,NA,NA,NA
"495",660,"Baseline","ND",NA,"drybeans",2005,7,NA,NA,NA,NA
"496",661,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"497",662,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"498",663,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"499",664,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"500",665,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"501",666,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"502",667,"Baseline","MI",NA,"drybeans",2005,9,1,0,0,0
"503",668,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"504",669,"Baseline","MI",NA,"drybeans",2005,9,NA,NA,NA,NA
"505",670,"Baseline","MN",NA,"drybeans",2005,1,NA,NA,NA,NA
"506",671,"FF","SK",NA,"drybeans",2005,NA,NA,NA,NA,NA
"507",672,"FF","MI",NA,"drybeans",2005,NA,NA,NA,NA,NA
"508",673,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"509",674,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"510",675,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"511",676,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"512",677,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"513",678,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"514",679,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"515",680,"Baseline","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"516",681,"FFT","CA",NA,"drybeans",2005,9,NA,NA,NA,NA
"517",682,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"518",683,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"519",684,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"520",685,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"521",686,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"522",687,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"523",688,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"524",689,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"525",690,"FF","Guerbigny ",NA,"drybeans",2005,NA,NA,NA,NA,NA
"526",691,"Baseline","NE",NA,"drybeans",2006,4,NA,NA,NA,NA
"527",692,"Baseline","NE",NA,"drybeans",2006,4,NA,NA,NA,NA
"528",693,"Baseline","NE",NA,"drybeans",2006,4,NA,NA,NA,NA
"529",694,"Baseline","NE",NA,"drybeans",2006,4,NA,NA,NA,NA
"530",695,"FF","NE",NA,"drybeans",2006,NA,NA,NA,NA,NA
"531",696,"FF","ID",NA,"drybeans",2007,NA,NA,NA,NA,NA
"532",697,"FF","WA",NA,"drybeans",2007,NA,NA,NA,NA,NA
"533",698,"FF","ND",NA,"drybeans",2007,12,0,1,0,0
"534",699,"FF","ND",NA,"drybeans",2007,12,0,0,0,0
"535",700,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"536",701,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"537",702,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"538",703,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"539",704,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"540",705,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"541",706,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"542",707,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"543",708,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"544",709,"FF","ND",NA,"drybeans",2007,12,NA,NA,NA,NA
"545",710,"FF","ND",NA,"drybeans",2007,7,0,0,0,0
"546",711,"FF","ND",NA,"drybeans",2007,7,0,0,0,0
"547",712,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"548",713,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"549",714,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"550",715,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"551",716,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"552",717,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"553",718,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"554",719,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"555",720,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"556",721,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"557",722,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"558",723,"FF","ND",NA,"drybeans",2007,7,NA,NA,NA,NA
"559",724,"FF","CO",NA,"drybeans",2007,7,0,0,0,0
"560",725,"FF","CO",NA,"drybeans",2007,7,0,0,0,1
"561",726,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"562",727,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"563",728,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"564",729,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"565",730,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"566",731,"FF","CO",NA,"drybeans",2007,7,0,0,0,0
"567",732,"FF","CO",NA,"drybeans",2007,7,0,0,1,1
"568",733,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"569",734,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"570",735,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"571",736,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"572",737,"FF","CO",NA,"drybeans",2007,7,NA,NA,NA,NA
"573",738,"FF","CO",NA,"drybeans",2007,6,0,0,0,0
"574",739,"FF","CO",NA,"drybeans",2007,6,0,0,0,1
"575",740,"FF","CO",NA,"drybeans",2007,6,NA,NA,NA,NA
"576",741,"FF","CO",NA,"drybeans",2007,6,NA,NA,NA,NA
"577",743,"FF","CO",NA,"drybeans",2007,6,NA,NA,NA,NA
"578",744,"FF","CO",NA,"drybeans",2007,6,NA,NA,NA,NA
"579",745,"FF","MI",NA,"drybeans",2007,NA,0,0,0,0
"580",746,"FF","NE",NA,"drybeans",2007,5,0,0,0,1
"581",747,"FF","NE",NA,"drybeans",2007,5,NA,NA,NA,NA
"582",748,"FF","NE",NA,"drybeans",2007,5,NA,NA,NA,NA
"583",749,"FF","NE",NA,"drybeans",2007,5,NA,NA,NA,NA
"584",750,"FF","NE",NA,"drybeans",2007,5,NA,NA,NA,NA
"585",751,"FF","NE",NA,"drybeans",2007,5,0,0,0,0
"586",752,"FF","NE",NA,"drybeans",2007,5,0,0,0,0
"587",753,"FF","NE",NA,"drybeans",2007,5,0,0,0,0
"588",754,"FF","NE",NA,"drybeans",2007,5,NA,NA,NA,NA
"589",755,"FF","NE",NA,"drybeans",2007,5,0,0,0,0
"590",756,"FF","WA",NA,"drybeans",2007,22,1,1,0,0
"591",757,"FF","WA",NA,"drybeans",2007,22,0,1,0,0
"592",758,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"593",759,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"594",760,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"595",762,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"596",763,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"597",764,"FF","WA",NA,"drybeans",2007,22,1,0,0,0
"598",765,"FF","WA",NA,"drybeans",2007,22,0,0,0,0
"599",766,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"600",767,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"601",768,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"602",769,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"603",770,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"604",771,"FF","WA",NA,"drybeans",2007,22,0,1,0,0
"605",772,"FF","WA",NA,"drybeans",2007,22,0,0,0,0
"606",773,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"607",774,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"608",775,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"609",776,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"610",777,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"611",778,"FF","WA",NA,"drybeans",2007,22,NA,NA,NA,NA
"612",779,"FF","SIN",NA,"drybeans",2008,NA,NA,NA,NA,NA
"613",780,"FF","NE",NA,"drybeans",2008,NA,NA,NA,NA,NA
"614",781,"FF","NE",NA,"drybeans",2008,NA,NA,NA,NA,NA
"615",782,"FF","NE",NA,"drybeans",2008,NA,NA,NA,NA,NA
"616",783,"FF","NE",NA,"drybeans",2008,NA,NA,NA,NA,NA
"617",784,"FF","NE",NA,"drybeans",2008,NA,NA,NA,NA,NA
"618",785,"FF","NE",NA,"drybeans",2008,NA,NA,NA,NA,NA
"619",786,"FF","WA",NA,"drybeans",2008,12,0,0,1,0
"620",787,"FF","WA",NA,"drybeans",2008,12,1,1,0,0
"621",788,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"622",789,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"623",790,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"624",791,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"625",792,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"626",793,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"627",794,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"628",795,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"629",796,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"630",797,"FF","WA",NA,"drybeans",2008,12,NA,NA,NA,NA
"631",798,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"632",799,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"633",800,"Baseline","MI",NA,"drybeans",2008,12,NA,1,NA,1
"634",801,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"635",802,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"636",803,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"637",804,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"638",805,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"639",806,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"640",807,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"641",808,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"642",809,"Baseline","MI",NA,"drybeans",2008,12,NA,NA,NA,NA
"643",810,"FF","MI",NA,"drybeans",2008,4,NA,NA,NA,NA
"644",811,"FF","MI",NA,"drybeans",2008,4,0,1,1,0
"645",812,"FF","MI",NA,"drybeans",2008,4,0,1,1,0
"646",813,"FF","MI",NA,"drybeans",2008,4,1,1,1,0
"647",814,"FF","MI",NA,"drybeans",2008,3,0,0,1,0
"648",815,"FF","MI",NA,"drybeans",2008,3,NA,NA,NA,NA
"649",816,"FF","MI",NA,"drybeans",2008,3,NA,NA,NA,NA
"650",817,"FF","MI",NA,"drybeans",2008,3,0,0,1,0
"651",818,"FF","MI",NA,"drybeans",2008,3,0,1,0,0
"652",819,"FF","MI",NA,"drybeans",2008,3,NA,NA,NA,NA
"653",820,"FF","ND",NA,"sunflower",2009,NA,NA,NA,NA,NA
"654",821,"FF","MN",NA,"sunflower",2009,NA,NA,NA,NA,NA
"655",822,"FF","ND",NA,"sunflower",2009,NA,NA,NA,NA,NA
"656",823,"FF","MN",NA,"sunflower",2009,NA,NA,NA,NA,NA
"657",824,"Baseline","NE",NA,"drybeans",2008,10,0,1,0,0
"658",825,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"659",826,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"660",827,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"661",828,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"662",829,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"663",830,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"664",831,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"665",832,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"666",833,"Baseline","NE",NA,"drybeans",2008,10,NA,NA,NA,NA
"667",834,"FF","NE",NA,"soybeans",2008,NA,NA,NA,NA,NA
"668",835,"FF","NE",NA,"drybeans",2009,NA,NA,NA,NA,NA
"669",836,"Baseline","MI",NA,"drybeans",2009,3,NA,NA,NA,NA
"670",837,"Baseline","MI",NA,"drybeans",2009,3,NA,NA,NA,NA
"671",838,"Baseline","MI",NA,"drybeans",2009,3,0,1,1,0
"672",839,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"673",840,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"674",841,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"675",842,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"676",843,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"677",844,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"678",845,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"679",846,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"680",847,"Baseline","MI",NA,"drybeans",2009,9,NA,NA,NA,NA
"681",848,"FF","MI",NA,"drybeans",2009,1,NA,NA,NA,NA
"682",849,"FF","MI",NA,"drybeans",2009,1,NA,NA,NA,NA
"683",850,"FF","MI",NA,"drybeans",2009,1,NA,NA,NA,NA
"684",851,"FF","MI",NA,"drybeans",2009,1,0,0,1,0
"685",852,"FF","MI",NA,"drybeans",2009,2,1,1,0,0
"686",853,"FF","MI",NA,"drybeans",2009,2,0,1,0,0
"687",854,"FF","MI",NA,"drybeans",2009,1,0,0,0,0
"688",855,"FF","MI",NA,"drybeans",2009,1,1,0,0,0
"689",856,"FF","ND",NA,"sunflower",2008,NA,NA,NA,NA,NA
"690",857,"FF","ND",NA,"sunflower",2009,NA,NA,NA,NA,NA
"691",858,"FF","NE",NA,"drybeans",2010,9,0,0,0,1
"692",859,"FF","NE",NA,"drybeans",2010,9,0,0,0,0
"693",860,"FF","NE",NA,"drybeans",2010,9,0,0,0,0
"694",861,"FF","NE",NA,"drybeans",2010,9,0,0,0,0
"695",862,"FF","NE",NA,"drybeans",2010,9,0,0,0,0
"696",863,"FF","NE",NA,"drybeans",2010,9,NA,NA,NA,NA
"697",864,"FF","NE",NA,"drybeans",2010,9,NA,NA,NA,NA
"698",865,"FF","NE",NA,"drybeans",2010,9,NA,NA,NA,NA
"699",866,"FF","NE",NA,"drybeans",2010,9,NA,NA,NA,NA
"700",867,"FF","CO",NA,"drybeans",2010,7,0,0,0,0
"701",868,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"702",869,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"703",870,"FF","CO",NA,"drybeans",2010,7,0,0,0,0
"704",871,"FF","CO",NA,"drybeans",2010,7,0,0,0,0
"705",872,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"706",873,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"707",874,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"708",875,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"709",876,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"710",877,"FF","CO",NA,"drybeans",2010,7,0,0,0,0
"711",878,"FF","CO",NA,"drybeans",2010,7,0,0,0,0
"712",879,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"713",880,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"714",881,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"715",882,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"716",883,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"717",884,"FF","CO",NA,"drybeans",2010,7,0,0,0,0
"718",885,"FF","CO",NA,"drybeans",2010,7,0,0,1,0
