"","ID","Year","Host","State","County","Country","Field","Form.ID","Serial_agar_dilution_for_creating_the_model_..N.20.","Origin","hyphal_tip..ht.","DNA.Extraction","lat","long","Size.of.field..acres.","Percentage.Affected","History","Plot","Number.of.Years","Fungicide.This.Year","Chemigation","Applied.for.White.Mold","Fungicide_current_season","molecule.s._current_season","company_current_season","Timing","Applications","Rate","Pre.2015.Fungicides","Number.of.Years.1","Fungicide_previous_seasons","molecule.s._previous_seasons","company_previous_seasons","Timing..Soybean","Notes","Apparently.low.sensitiviy","Group_MOA_current_season","Group_MOA_previous_seasons","Field_Names"
"417",566,2004,"drybeans","WA","Prosser","USA","WM_nursery_7",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_7"
"418",567,2004,"drybeans","WA","Prosser","USA","WM_nursery_7",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_7"
"419",568,2004,"drybeans","WA","Prosser","USA","WM_nursery_7",NA,"Yes","Survey","Yes","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_7"
"420",569,2004,"drybeans","WA","Prosser","USA","WM_nursery_7",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_7"
"421",570,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"422",571,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"423",572,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"424",573,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"425",574,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"426",575,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"427",576,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"428",577,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"429",578,2004,"drybeans","NE","Scottsbluff","USA","WM_nursery_8",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_8"
"430",579,2004,"drybeans","DE","Lewes","USA","WM_nursery_9",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_9"
"431",580,2004,"drybeans","DE","Lewes","USA","WM_nursery_9",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_9"
"432",581,2004,"drybeans","DE","Lewes","USA","WM_nursery_9",NA,"Yes","Survey","Yes","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_9"
"433",582,2004,"drybeans","DE","Lewes","USA","WM_nursery_9",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_9"
"434",583,2004,"drybeans","Blenheim",NA,"new zealand","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"435",584,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"436",585,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"437",586,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"438",587,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"439",588,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"440",589,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"441",590,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"442",591,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"443",592,2004,"drybeans","OR","Corvallis","USA","WM_nursery_10",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_10"
"444",593,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"445",594,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"446",595,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"447",596,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"448",597,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"449",598,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"450",599,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"451",600,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"452",601,2004,"drybeans","CA","San Juan Bautista","USA","WM_nursery_11",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_11"
"453",602,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"454",603,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"455",604,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"456",605,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"457",606,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"458",607,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"459",608,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"460",609,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"461",610,2004,"drybeans","Guerbigny",NA,"france",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"462",611,2004,"drybeans","MI","Entrican","USA","WM_nursery_12",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_WM_nursery_12"
"463",612,2004,"drybeans","QUE",NA,"guatemala",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"464",613,2004,"drybeans","NE","Mitchell ","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2004_NA"
"465",614,2005,"lettuce","CA","Salinas Valley","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_NA"
"466",615,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"467",616,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"468",617,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"469",618,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"470",619,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"471",620,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"472",621,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"473",622,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"474",623,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"475",624,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"476",625,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"477",626,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"478",627,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"479",628,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"480",629,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"481",630,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"482",631,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"483",632,2005,"drybeans",NA,NA,"mexico","WM_nursery_24",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_24"
"484",633,2005,"drybeans","NE","Scottsbluff","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_NA"
"485",634,2005,"drybeans","NE","Scottsbluff","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_NA"
"486",635,2005,"drybeans","NE","Mitchell ","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_NA"
"487",636,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"488",637,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"489",638,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"490",639,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"491",640,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"492",641,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"493",642,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"494",643,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"495",644,2005,"drybeans","NE","Mitchell ","USA","WM_nursery_13",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_13"
"496",645,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"Yes","Survey","Yes","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"497",646,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"498",647,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"499",648,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"500",649,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"501",650,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"502",651,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"503",652,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"504",653,2005,"drybeans","WA","Prosser","USA","WM_nursery_14",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_14"
"505",654,2005,"drybeans","ND","Carrington","USA","WM_nursery_15",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_15"
"506",655,2005,"drybeans","ND","Carrington","USA","WM_nursery_15",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_15"
"507",656,2005,"drybeans","ND","Carrington","USA","WM_nursery_15",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_15"
"508",657,2005,"drybeans","ND","Carrington","USA","WM_nursery_15",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2005_WM_nursery_15"
